,kepid,kepoi_name,kepler_name,koi_kepmag,system,# TTV,# non TTV,size_sys,circumbinary_flag,# stars,eccentricity,eccentric?
686,4831728,K02739.01,Kepler-1330 b,15.017,Kepler-1330,0,1,1,0,1,[None],False
687,11963206,K02820.01,Kepler-1357 b,15.273,Kepler-1357,0,1,1,0,1,[None],False
688,6937402,K02894.01,Kepler-1380 b,15.619,Kepler-1380,0,1,1,0,1,[None],False
689,7202957,K02687.01,Kepler-1869 c,10.158,Kepler-1869,0,2,2,0,1,"[None, 0.0]",False
690,8095441,K02743.01,Kepler-1332 b,13.756,Kepler-1332,0,1,1,0,1,[None],False
691,7202957,K02687.02,Kepler-1869 b,10.158,Kepler-1869,0,2,2,0,1,"[0.0, None]",False
692,6521045,K00041.01,Kepler-100 c,11.197,Kepler-100,0,14,14,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None]",False
693,5369827,K02690.01,Kepler-1870 b,13.461,Kepler-1870,0,1,1,0,1,[None],False
694,6586746,K02747.01,Kepler-1335 b,15.329,Kepler-1335,0,1,1,0,1,[None],False
695,6197215,K02829.01,Kepler-1879 b,12.824,Kepler-1879,0,1,1,0,1,[None],False
696,5609593,K02834.01,Kepler-1362 b,15.839,Kepler-1362,0,1,1,0,1,[None],False
697,11414465,K02836.01,Kepler-1363 b,15.29,Kepler-1363,0,1,1,0,1,[None],False
698,9475552,K02694.01,Kepler-1315 b,14.975,Kepler-1315,0,2,2,0,1,"[None, None]",False
699,9475552,K02694.02,Kepler-1315 c,14.975,Kepler-1315,0,2,2,0,1,"[None, None]",False
701,11565924,K02837.01,Kepler-1364 b,13.228,Kepler-1364,0,1,1,0,1,[None],False
703,6186964,K02839.01,Kepler-1366 b,15.877,Kepler-1366,0,1,1,0,1,[None],False
704,6690836,K02699.01,Kepler-1317 b,15.23,Kepler-1317,0,1,1,0,1,[None],False
705,7877978,K02760.01,Kepler-1874 b,14.889,Kepler-1874,0,1,1,0,1,[None],False
707,3642289,K00301.01,Kepler-135 b,12.73,Kepler-135,0,13,13,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None]",False
708,3642289,K00301.02,Kepler-135 c,12.73,Kepler-135,0,13,13,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None]",False
709,6029239,K00304.01,Kepler-518 b,12.549,Kepler-518,0,1,1,0,1,[None],False
710,12404954,K00361.01,Kepler-537 b,13.1,Kepler-537,0,1,1,0,1,[None],False
711,9020114,K03088.01,Kepler-1901 b,14.953,Kepler-1901,0,1,1,0,1,[None],False
714,6289257,K00307.01,Kepler-520 b,12.797,Kepler-520,0,2,2,0,1,"[None, None]",False
715,7175184,K00369.01,Kepler-144 b,11.992,Kepler-144,0,12,12,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None]",False
716,9650989,K03095.01,Kepler-1905 b,15.067,Kepler-1905,0,1,1,0,1,[None],False
717,6289257,K00307.02,Kepler-520 c,12.797,Kepler-520,0,2,2,0,1,"[None, None]",False
719,7175184,K00369.02,Kepler-144 c,11.992,Kepler-144,0,12,12,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None]",False
720,7582689,K03097.03,Kepler-431 c,11.973,Kepler-431,0,3,3,0,1,"[None, None, None]",False
721,7419318,K00313.01,Kepler-137 c,12.99,Kepler-137,0,14,14,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None]",False
722,7419318,K00313.02,Kepler-137 b,12.99,Kepler-137,0,14,14,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None]",False
725,7364176,K00373.01,Kepler-1718 b,12.765,Kepler-1718,0,1,1,0,1,[None],False
726,7700622,K00315.01,Kepler-1716 b,12.968,Kepler-1716,0,1,1,0,1,[None],False
729,3756264,K03108.01,Kepler-1906 b,14.941,Kepler-1906,0,1,1,0,1,[None],False
730,8753657,K00321.01,Kepler-406 b,12.52,Kepler-406,0,2,2,0,1,"[None, None]",False
731,3942670,K00392.01,Kepler-147 c,13.954,Kepler-147,0,13,13,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, 0.0]",False
732,7676423,K03113.01,Kepler-1430 b,15.245,Kepler-1430,0,1,1,0,1,[None],False
733,9139084,K00323.01,Kepler-523 b,12.465,Kepler-523,0,1,1,0,1,[None],False
734,3446746,K00385.01,Kepler-542 b,13.435,Kepler-542,0,1,1,0,1,[None],False
735,9881662,K00327.01,Kepler-140 b,12.996,Kepler-140,0,12,12,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None]",False
736,9881662,K00327.02,Kepler-140 c,12.996,Kepler-140,0,12,12,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None]",False
737,3733628,K00387.01,Kepler-543 b,13.577,Kepler-543,0,1,1,0,1,[None],False
738,9907129,K03127.01,Kepler-1436 b,14.93,Kepler-1436,0,1,1,0,1,[None],False
739,9527334,K00049.01,Kepler-461 b,13.704,Kepler-461,0,1,1,0,1,[None],False
740,11361646,K00330.01,Kepler-524 b,13.928,Kepler-524,0,2,2,0,1,"[None, None]",False
741,3964109,K00393.01,Kepler-544 b,13.542,Kepler-544,0,1,1,0,1,[None],False
742,3544595,K00069.01,Kepler-93 b,9.931,Kepler-93,0,13,13,0,1,"[0.0, None, None, None, None, None, None, None, None, None, None, None, None]",False
743,9714550,K03048.01,Kepler-1695 b,14.651,Kepler-1695,0,1,1,0,1,[None],False
744,11455181,K03131.01,Kepler-1437 b,15.591,Kepler-1437,0,1,1,0,1,[None],False
745,10290666,K00332.01,Kepler-526 b,13.046,Kepler-526,0,1,1,0,1,[None],False
746,10545066,K00337.01,Kepler-528 b,13.936,Kepler-528,0,1,1,0,1,[None],False
747,10552611,K00338.01,Kepler-141 c,13.448,Kepler-141,0,12,12,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None]",False
748,10587105,K00339.01,Kepler-529 b,13.763,Kepler-529,0,3,3,0,1,"[None, None, None]",False
749,10587105,K00339.02,Kepler-529 c,13.763,Kepler-529,0,3,3,0,1,"[None, None, None]",False
750,11090556,K02977.01,Kepler-1398 b,13.71,Kepler-1398,0,2,2,0,1,"[None, None]",False
752,1717722,K03145.01,Kepler-1977 b,15.689,Kepler-1977,0,1,1,0,1,[0.0],False
758,10924562,K03063.01,Kepler-1422 b,15.665,Kepler-1422,0,1,1,0,1,[None],False
760,11074541,K00345.01,Kepler-531 b,13.34,Kepler-531,0,1,1,0,1,[None],False
761,11100383,K00346.01,Kepler-532 b,13.524,Kepler-532,0,1,1,0,1,[None],False
762,6636320,K02989.01,Kepler-1892 b,15.411,Kepler-1892,0,1,1,0,1,[None],False
763,10933561,K00291.02,Kepler-133 b,12.848,Kepler-133,0,13,13,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None]",False
765,11394027,K00349.01,Kepler-1664 b,13.586,Kepler-1664,0,1,1,0,1,[None],False
766,5520547,K02990.01,Kepler-1401 b,14.982,Kepler-1401,0,1,1,0,1,[None],False
768,4143755,K00281.01,Kepler-510 b,11.947,Kepler-510,0,1,1,0,1,[None],False
769,11547513,K00295.01,Kepler-134 b,12.324,Kepler-134,0,12,12,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None]",False
770,11802615,K00296.01,Kepler-513 b,12.935,Kepler-513,0,1,1,0,1,[None],False
771,12021625,K02996.01,Kepler-1404 b,15.688,Kepler-1404,0,1,1,0,1,[None],False
772,4175630,K02998.01,Kepler-1405 b,15.873,Kepler-1405,0,1,1,0,1,[None],False
773,8430964,K03078.01,Kepler-1900 b,15.33,Kepler-1900,0,1,1,0,1,[None],False
776,2692377,K00299.01,Kepler-98 b,12.899,Kepler-98,0,11,11,0,1,"[None, None, None, None, None, None, None, None, None, None, None]",False
777,11568987,K00354.01,Kepler-534 b,13.235,Kepler-534,0,2,2,0,1,"[None, None]",False
778,11621223,K00355.01,Kepler-535 b,13.174,Kepler-535,0,1,1,0,1,[None],False
782,8367113,K00575.01,Kepler-606 b,14.686,Kepler-606,0,1,1,0,1,[None],False
783,10934674,K00477.01,Kepler-567 b,14.687,Kepler-567,0,1,1,0,1,[None],False
784,10990886,K00478.01,Kepler-568 b,14.273,Kepler-568,0,1,1,0,1,[None],False
785,11015323,K00479.01,Kepler-569 b,14.106,Kepler-569,0,1,1,0,1,[None],False
786,11134879,K00480.01,Kepler-570 b,14.332,Kepler-570,0,1,1,0,1,[None],False
788,8934495,K00524.01,Kepler-1721 b,14.868,Kepler-1721,0,1,1,0,1,[None],False
790,9157634,K00526.01,Kepler-586 b,14.427,Kepler-586,0,1,1,0,1,[None],False
791,8616637,K00579.01,Kepler-190 b,14.137,Kepler-190,0,12,12,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None]",False
792,8616637,K00579.02,Kepler-190 c,14.137,Kepler-190,0,12,12,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None]",False
793,8625925,K00580.01,Kepler-609 b,14.856,Kepler-609,0,1,1,0,1,[None],False
797,11497977,K00483.01,Kepler-571 b,14.675,Kepler-571,0,1,1,0,1,[None],False
800,10266615,K00530.01,Kepler-587 b,14.909,Kepler-587,0,1,1,0,1,[None],False
801,10717241,K00430.01,Kepler-551 b,14.897,Kepler-551,0,1,1,0,1,[None],False
803,12061222,K00484.01,Kepler-572 b,14.472,Kepler-572,0,1,1,0,1,[None],False
804,12404305,K00486.01,Kepler-573 b,14.118,Kepler-573,0,1,1,0,1,[None],False
805,12834874,K00487.01,Kepler-574 b,14.528,Kepler-574,0,1,1,0,1,[None],False
806,2557816,K00488.01,Kepler-575 b,14.72,Kepler-575,0,1,1,0,1,[None],False
807,10454313,K00532.01,Kepler-588 b,14.708,Kepler-588,0,1,1,0,1,[None],False
808,10513530,K00533.01,Kepler-589 b,14.68,Kepler-589,0,2,2,0,1,"[None, None]",False
810,10554999,K00534.01,Kepler-179 c,14.613,Kepler-179,0,12,12,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None]",False
811,9076513,K00583.01,Kepler-611 b,14.573,Kepler-611,0,1,1,0,1,[None],False
814,9279669,K00585.01,Kepler-612 b,14.911,Kepler-612,0,1,1,0,1,[None],False
816,10187017,K00082.01,Kepler-102 e,11.492,Kepler-102,0,15,15,0,1,"[0.089, 0.092, None, None, None, None, None, None, None, None, None, None, 0.1, 0.094, 0.1]",False
817,10554999,K00534.02,Kepler-179 b,14.613,Kepler-179,0,12,12,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None]",False
818,11073351,K00537.01,Kepler-592 b,14.665,Kepler-592,0,1,1,0,1,[None],False
819,11090765,K00538.01,Kepler-593 b,14.56,Kepler-593,0,1,1,0,1,[None],False
820,9570741,K00586.01,Kepler-613 b,14.608,Kepler-613,0,1,1,0,1,[None],False
821,9607164,K00587.01,Kepler-614 b,14.574,Kepler-614,0,1,1,0,1,[None],False
822,9631762,K00588.01,Kepler-615 b,14.337,Kepler-615,0,1,1,0,1,[None],False
824,3559935,K00492.01,Kepler-576 b,14.424,Kepler-576,0,1,1,0,1,[None],False
825,3966801,K00494.01,Kepler-577 b,14.885,Kepler-577,0,1,1,0,1,[None],False
826,11656721,K00541.01,Kepler-594 b,14.748,Kepler-594,0,1,1,0,1,[None],False
829,10676824,K00599.01,Kepler-1724 b,14.854,Kepler-1724,0,1,1,0,1,[None],False
830,10718726,K00600.01,Kepler-618 b,14.827,Kepler-618,0,2,2,0,1,"[None, 0.0]",False
832,2438264,K00440.01,Kepler-156 c,14.172,Kepler-156,0,12,12,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None]",False
833,2438264,K00440.02,Kepler-156 b,14.172,Kepler-156,0,12,12,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None]",False
834,4757437,K00497.01,Kepler-168 c,14.606,Kepler-168,0,12,12,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None]",False
835,10187017,K00082.02,Kepler-102 d,11.492,Kepler-102,0,15,15,0,1,"[0.1, 0.089, 0.092, 0.1, 0.094, None, None, None, None, None, None, None, None, None, None]",False
836,11823054,K00543.01,Kepler-181 c,14.707,Kepler-181,0,13,13,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, 0.0]",False
837,11823054,K00543.02,Kepler-181 b,14.707,Kepler-181,0,13,13,0,1,"[0.0, None, None, None, None, None, None, None, None, None, None, None, None]",False
838,9957627,K00592.01,Kepler-1723 b,14.292,Kepler-1723,0,1,1,0,1,[None],False
839,9958962,K00593.01,Kepler-616 b,14.957,Kepler-616,0,3,3,0,1,"[None, None, None]",False
840,3745690,K00442.02,Kepler-157 b,14.002,Kepler-157,0,13,13,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None]",False
841,3833007,K00443.01,Kepler-555 b,14.2,Kepler-555,0,1,1,0,1,[None],False
842,3847138,K00444.01,Kepler-556 b,14.112,Kepler-556,0,1,1,0,1,[None],False
843,4847534,K00499.01,Kepler-579 b,14.272,Kepler-579,0,1,1,0,1,[None],False
848,12600735,K00548.01,Kepler-596 b,14.02,Kepler-596,0,1,1,0,1,[None],False
849,9958962,K00593.03,Kepler-616 d,14.957,Kepler-616,0,3,3,0,1,"[None, None, None]",False
850,10388286,K00596.01,Kepler-617 b,14.818,Kepler-617,0,1,1,0,1,[None],False
851,10600261,K00597.02,Kepler-194 b,14.915,Kepler-194,0,13,13,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None]",False
852,4633570,K00446.01,Kepler-158 b,14.427,Kepler-158,0,12,12,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None]",False
855,10187017,K00082.03,Kepler-102 f,11.492,Kepler-102,0,15,15,0,1,"[0.1, 0.089, 0.092, 0.1, 0.094, None, None, None, None, None, None, None, None, None, None]",False
856,5340644,K00503.01,Kepler-580 b,15.0,Kepler-580,0,1,1,0,1,[None],False
857,4165473,K00550.01,Kepler-597 b,14.07,Kepler-597,0,1,1,0,1,[None],False
858,4270253,K00551.01,Kepler-183 c,14.943,Kepler-183,0,13,13,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, 0.0]",False
859,4270253,K00551.02,Kepler-183 b,14.943,Kepler-183,0,13,13,0,1,"[None, None, None, None, None, None, None, None, None, 0.0, None, None, None]",False
860,10973664,K00601.01,Kepler-619 b,14.697,Kepler-619,0,2,2,0,1,"[None, None]",False
861,10973664,K00601.03,Kepler-619 c,14.697,Kepler-619,0,2,2,0,1,"[None, None]",False
862,12459913,K00602.01,Kepler-620 b,14.647,Kepler-620,0,1,1,0,1,[None],False
863,6291033,K00452.01,Kepler-557 b,14.641,Kepler-557,0,1,1,0,1,[None],False
864,5689351,K00505.01,Kepler-169 e,14.194,Kepler-169,0,16,16,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",False
865,5689351,K00505.03,Kepler-169 b,14.194,Kepler-169,0,16,16,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",False
866,5709725,K00555.01,Kepler-598 b,14.759,Kepler-598,0,2,2,0,1,"[None, None]",False
867,9946525,K00398.03,Kepler-148 b,15.342,Kepler-148,0,15,15,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, 0.0]",False
868,7098355,K00454.01,Kepler-558 b,14.805,Kepler-558,0,1,1,0,1,[None],False
871,10187017,K00082.04,Kepler-102 c,11.492,Kepler-102,0,15,15,0,1,"[0.1, 0.089, 0.092, 0.1, 0.094, None, None, None, None, None, None, None, None, None, None]",False
872,5774349,K00557.01,Kepler-599 b,14.97,Kepler-599,0,1,1,0,1,[None],False
873,5978361,K00558.01,Kepler-1722 b,14.874,Kepler-1722,0,1,1,0,1,[None],False
874,6501635,K00560.01,Kepler-600 b,14.721,Kepler-600,0,1,1,0,1,[None],False
880,6422155,K00510.01,Kepler-172 b,14.532,Kepler-172,0,14,14,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None]",False
881,6665695,K00561.01,Kepler-601 b,14.005,Kepler-601,0,1,1,0,1,[None],False
882,6707833,K00563.01,Kepler-602 b,14.519,Kepler-602,0,1,1,0,1,[None],False
885,6422155,K00510.02,Kepler-172 c,14.532,Kepler-172,0,14,14,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None]",False
886,6451936,K00511.01,Kepler-173 c,14.209,Kepler-173,0,12,12,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None]",False
887,6451936,K00511.02,Kepler-173 b,14.209,Kepler-173,0,12,12,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None]",False
888,7445445,K00567.01,Kepler-184 b,14.338,Kepler-184,0,13,13,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None]",False
889,7445445,K00567.02,Kepler-184 c,14.338,Kepler-184,0,13,13,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None]",False
890,5351250,K00408.02,Kepler-150 d,14.985,Kepler-150,0,15,15,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",False
892,5351250,K00408.04,Kepler-150 b,14.985,Kepler-150,0,15,15,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",False
893,5444548,K00409.01,Kepler-545 b,14.15,Kepler-545,0,1,1,0,1,[None],False
894,10187017,K00082.05,Kepler-102 b,11.492,Kepler-102,0,15,15,0,1,"[0.1, 0.089, 0.092, 0.1, 0.094, None, None, None, None, None, None, None, None, None, None]",False
895,6838050,K00512.01,Kepler-583 b,14.825,Kepler-583,0,1,1,0,1,[None],False
896,7445445,K00567.03,Kepler-184 d,14.338,Kepler-184,0,13,13,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None]",False
897,7595157,K00568.01,Kepler-605 b,14.14,Kepler-605,0,2,2,0,1,"[None, None]",False
898,8008206,K00569.01,Kepler-185 c,14.458,Kepler-185,0,13,13,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, 0.0]",False
899,8008206,K00569.02,Kepler-185 b,14.458,Kepler-185,0,13,13,0,1,"[None, None, None, None, None, None, None, None, None, None, 0.0, None, None]",False
901,8015907,K00517.01,Kepler-585 b,14.034,Kepler-585,0,1,1,0,1,[None],False
902,8017703,K00518.01,Kepler-174 b,14.287,Kepler-174,0,13,13,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None]",False
903,8017703,K00518.02,Kepler-174 c,14.287,Kepler-174,0,13,13,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None]",False
904,8120608,K00571.01,Kepler-186 c,14.625,Kepler-186,0,16,16,0,1,"[None, None, None, None, 0.04, None, None, None, None, None, None, None, None, None, None, 0.0]",False
905,8120608,K00571.02,Kepler-186 d,14.625,Kepler-186,0,16,16,0,1,"[None, 0.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 0.04]",False
906,8120608,K00571.03,Kepler-186 b,14.625,Kepler-186,0,16,16,0,1,"[None, 0.0, None, None, None, None, None, None, None, None, None, None, None, None, None, 0.04]",False
907,10155434,K00473.01,Kepler-1720 b,14.673,Kepler-1720,0,1,1,0,1,[None],False
908,10460984,K00474.01,Kepler-164 c,14.282,Kepler-164,0,16,16,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, 0.0581, 0.0]",False
909,10460984,K00474.04,Kepler-164 b,14.282,Kepler-164,0,16,16,0,1,"[None, None, None, None, None, None, None, None, 0.0, 0.0581, None, None, None, None, None, None]",False
910,8022244,K00519.01,Kepler-175 b,14.939,Kepler-175,0,12,12,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None]",False
912,8022244,K00519.02,Kepler-175 c,14.939,Kepler-175,0,12,12,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None]",False
915,8193178,K00572.01,Kepler-187 c,14.173,Kepler-187,0,12,12,0,1,"[None, None, None, 0.098, None, None, None, None, None, None, None, None]",False
916,8193178,K00572.02,Kepler-187 b,14.173,Kepler-187,0,12,12,0,1,"[None, 0.098, None, None, None, None, None, None, None, None, None, None]",False
917,8344004,K00573.01,Kepler-188 c,14.674,Kepler-188,0,12,12,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None]",False
918,8355239,K00574.01,Kepler-189 c,14.859,Kepler-189,0,13,13,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, 0.0]",False
921,10599206,K00476.01,Kepler-566 b,14.958,Kepler-566,0,1,1,0,1,[None],False
922,4644604,K00628.01,Kepler-626 b,13.946,Kepler-626,0,1,1,0,1,[None],False
923,4827723,K00632.01,Kepler-629 b,13.359,Kepler-629,0,1,1,0,1,[None],False
924,5020319,K00635.01,Kepler-1725 b,13.034,Kepler-1725,0,1,1,0,1,[None],False
925,8361905,K00689.01,Kepler-646 b,13.766,Kepler-646,0,1,1,0,1,[None],False
926,8480285,K00691.01,Kepler-647 c,13.965,Kepler-647,0,2,2,0,1,"[None, None]",False
927,8480285,K00691.02,Kepler-647 b,13.965,Kepler-647,0,2,2,0,1,"[None, None]",False
928,10271806,K00733.02,Kepler-224 d,15.644,Kepler-224,0,4,4,0,1,"[None, None, None, None]",False
930,5120087,K00639.01,Kepler-631 b,13.5,Kepler-631,0,1,1,0,1,[None],False
931,5121511,K00640.01,Kepler-632 b,13.332,Kepler-632,0,1,1,0,1,[None],False
932,8557374,K00692.01,Kepler-213 b,13.648,Kepler-213,0,2,2,0,1,"[None, None]",False
933,8557374,K00692.02,Kepler-213 c,13.648,Kepler-213,0,2,2,0,1,"[None, None]",False
934,8738735,K00693.02,Kepler-214 b,13.949,Kepler-214,0,2,2,0,1,"[None, None]",False
935,10271806,K00733.03,Kepler-224 b,15.644,Kepler-224,0,4,4,0,1,"[None, None, None, None]",False
936,10271806,K00733.04,Kepler-224 e,15.644,Kepler-224,0,4,4,0,1,"[None, None, None, None]",False
937,8805348,K00695.01,Kepler-649 b,13.437,Kepler-649,0,1,1,0,1,[None],False
938,10340423,K00736.01,Kepler-225 c,15.962,Kepler-225,0,2,2,0,1,"[None, None]",False
939,10340423,K00736.02,Kepler-225 b,15.962,Kepler-225,0,2,2,0,1,"[None, None]",False
941,5374854,K00645.02,Kepler-633 c,13.716,Kepler-633,0,2,2,0,1,"[None, None]",False
942,5531694,K00647.01,Kepler-634 b,13.55,Kepler-634,0,1,1,0,1,[None],False
946,10395381,K00740.01,Kepler-659 b,15.556,Kepler-659,0,1,1,0,1,[None],False
947,5613330,K00649.01,Kepler-635 b,13.31,Kepler-635,0,1,1,0,1,[None],False
948,9002278,K00701.01,Kepler-62 d,13.725,Kepler-62,0,16,16,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",False
949,9002278,K00701.02,Kepler-62 b,13.725,Kepler-62,0,16,16,0,1,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",False
950,5941160,K00654.01,Kepler-200 b,13.984,Kepler-200,0,6,6,0,1,"[None, None, 0.0, 0.0, 0.0, 0.0]",False
951,5941160,K00654.02,Kepler-200 c,13.984,Kepler-200,0,6,6,0,1,"[None, 0.0, 0.0, None, 0.0, 0.0]",False
953,9266431,K00704.01,Kepler-1726 b,13.704,Kepler-1726,0,1,1,0,1,[None],False
954,6020753,K00657.02,Kepler-202 c,13.872,Kepler-202,0,2,2,0,1,"[None, None]",False
955,6062088,K00658.01,Kepler-203 b,13.989,Kepler-203,0,3,3,0,1,"[None, None, None]",False
957,9530945,K00708.01,Kepler-216 c,13.998,Kepler-216,0,2,2,0,1,"[None, None]",False
958,6062088,K00658.02,Kepler-203 c,13.989,Kepler-203,0,3,3,0,1,"[None, None, None]",False
959,6062088,K00658.03,Kepler-203 d,13.989,Kepler-203,0,3,3,0,1,"[None, None, None]",False
960,6267535,K00660.01,Kepler-638 b,13.532,Kepler-638,0,1,1,0,1,[None],False
961,6347299,K00661.01,Kepler-204 b,13.909,Kepler-204,0,2,2,0,1,"[None, None]",False
962,9530945,K00708.02,Kepler-216 b,13.998,Kepler-216,0,2,2,0,1,"[None, None]",False
963,9578686,K00709.01,Kepler-651 b,13.94,Kepler-651,0,1,1,0,1,[None],False
964,9590976,K00710.01,Kepler-217 b,13.294,Kepler-217,0,3,3,0,1,"[None, None, None]",False
965,9590976,K00710.02,Kepler-217 c,13.294,Kepler-217,0,3,3,0,1,"[None, None, None]",False
966,4832837,K00605.01,Kepler-621 b,14.915,Kepler-621,0,1,1,0,1,[None],False
967,6365156,K00662.01,Kepler-639 b,13.336,Kepler-639,0,1,1,0,1,[None],False
968,2444412,K00103.01,Kepler-1710 b,12.593,Kepler-1710,0,1,1,0,1,[None],False
969,5686174,K00610.01,Kepler-622 b,14.672,Kepler-622,0,1,1,0,1,[None],False
970,6442340,K00664.01,Kepler-206 c,13.484,Kepler-206,0,3,3,0,1,"[None, None, None]",False
971,6442340,K00664.03,Kepler-206 d,13.484,Kepler-206,0,3,3,0,1,"[None, None, None]",False
972,6685609,K00665.02,Kepler-207 b,13.182,Kepler-207,0,3,3,0,1,"[None, None, None]",False
973,9450647,K00110.01,Kepler-465 b,12.663,Kepler-465,0,1,1,0,1,[None],False
974,9702072,K00714.01,Kepler-652 b,13.393,Kepler-652,0,1,1,0,1,[None],False
975,9873254,K00717.01,Kepler-653 b,13.387,Kepler-653,0,2,2,0,1,"[None, None]",False
977,6685609,K00665.03,Kepler-207 c,13.182,Kepler-207,0,3,3,0,1,"[None, None, None]",False
978,6707835,K00666.01,Kepler-640 b,13.721,Kepler-640,0,1,1,0,1,[None],False
979,9873254,K00717.02,Kepler-653 c,13.387,Kepler-653,0,2,2,0,1,"[None, None]",False
980,9950612,K00719.01,Kepler-220 c,13.177,Kepler-220,0,4,4,0,1,"[None, None, None, None]",False
981,10353968,K00618.01,Kepler-623 b,14.959,Kepler-623,0,1,1,0,1,[None],False
982,7033671,K00670.01,Kepler-641 b,13.774,Kepler-641,0,1,1,0,1,[None],False
983,7040629,K00671.01,Kepler-208 b,13.749,Kepler-208,0,4,4,0,1,"[None, None, None, None]",False
984,7040629,K00671.04,Kepler-208 d,13.749,Kepler-208,0,4,4,0,1,"[None, None, None, None]",False
985,9950612,K00719.04,Kepler-220 b,13.177,Kepler-220,0,4,4,0,1,"[None, None, None, None]",False
990,9964801,K00721.01,Kepler-654 b,13.645,Kepler-654,0,1,1,0,1,[None],False
991,3541946,K00624.01,Kepler-198 b,13.597,Kepler-198,0,16,16,0,1,"[None, None, None, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",False
993,7509886,K00678.01,Kepler-211 c,13.283,Kepler-211,0,2,2,0,1,"[None, None]",False
994,7509886,K00678.02,Kepler-211 b,13.283,Kepler-211,0,2,2,0,1,"[None, None]",False
996,3541946,K00624.03,Kepler-198 d,13.597,Kepler-198,0,16,16,0,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, None, 0.0, None, None, 0.0, 0.0, 0.0, 0.0, 0.0]",False
997,4478168,K00626.01,Kepler-624 b,13.49,Kepler-624,0,1,1,0,1,[None],False
998,4563268,K00627.01,Kepler-625 b,13.307,Kepler-625,0,2,2,0,1,"[None, None]",False
999,6755944,K04072.01,Kepler-1547 b,13.447,Kepler-1547,0,1,1,0,1,[None],False
1000,11465651,K04150.01,Kepler-1941 b,14.681,Kepler-1941,0,1,1,0,1,[None],False
1002,4078311,K04166.01,Kepler-1944 b,15.308,Kepler-1944,0,1,1,0,1,[None],False
1003,8439323,K04153.01,Kepler-1942 b,14.667,Kepler-1942,0,1,1,0,1,[None],False
1004,4458082,K02303.02,Kepler-1181 c,13.827,Kepler-1181,0,2,2,0,1,"[None, 0.0]",False
1005,5942808,K02250.02,Kepler-1814 c,15.622,Kepler-1814,0,2,2,0,1,"[None, 0.0]",False
1006,7100673,K04032.01,Kepler-1542 b,12.639,Kepler-1542,0,4,4,0,1,"[None, None, None, None]",False
